date_reg,type,maker,model,colour,fuel,state
2024-03-18,motorcar,Perodua,Myvi,silver,petrol,Sarawak
2024-05-05,motorcar,Mazda,Mazda 3,silver,petrol,Johor
2024-07-15,motorcar,Toyota,Hilux,white,petrol,Kedah
2024-10-18,motorcar,Perodua,Bezza,white,petrol,Perak
2024-03-27,motorcar,Mazda,Mazda 3,silver,petrol,Sarawak
2024-12-08,motorcar,Mazda,Mazda 3,grey,petrol,Perak
2024-05-11,motorcar,Proton,Saga,white,petrol,Kedah
2024-07-05,motorcar,Perodua,Myvi,red,petrol,Sabah
2024-03-09,motorcar,Honda,HR-V,red,petrol,W.P. Kuala Lumpur
2024-03-01,motorcar,Toyota,Vios,white,petrol,Kelantan
2024-04-17,motorcar,Toyota,Yaris,grey,petrol,Sarawak
2024-12-21,motorcar,Toyota,Vios,grey,petrol,Johor
2024-04-12,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-10-22,motorcar,Nissan,X-Trail,black,petrol,Johor
2024-11-06,motorcar,Proton,X50,silver,diesel,Perak
2024-11-14,motorcar,Proton,X50,red,petrol,Selangor
2024-08-19,motorcar,Perodua,Bezza,grey,petrol,Perak
2024-10-22,motorcar,Proton,X50,silver,diesel,Kedah
2024-09-16,motorcar,Perodua,Bezza,white,petrol,W.P. Kuala Lumpur
2024-08-04,motorcar,Proton,X50,grey,petrol,Terengganu
2024-12-03,motorcar,BYD,Dolphin,black,electric,Terengganu
2024-06-25,motorcar,Proton,Saga,grey,petrol,Selangor
2024-12-14,motorcar,Toyota,Hilux,white,hybrid_petrol,Pulau Pinang
2024-03-06,motorcar,Nissan,X-Trail,red,petrol,Kelantan
2024-10-03,motorcar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2024-06-16,motorcar,Perodua,Axia,black,petrol,W.P. Putrajaya
2024-08-10,motorcar,Volvo,XC40 Recharge,grey,electric,Selangor
2024-03-17,motorcar,Nissan,Almera,grey,petrol,Selangor
2024-07-22,motorcar,Perodua,Axia,silver,petrol,Kedah
2024-03-26,motorcar,Honda,Civic,white,diesel,Selangor
2024-12-08,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-08-11,motorcar,Mazda,CX-5,silver,petrol,Selangor
2024-03-11,motorcar,Perodua,Axia,white,petrol,Sabah
2024-12-22,motorcar,Perodua,Myvi,silver,petrol,Johor
2024-01-20,motorcar,Perodua,Axia,white,petrol,Pahang
2024-12-06,motorcar,Perodua,Myvi,black,petrol,Kedah
2024-08-16,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-06-18,motorcar,Tesla,Model 3,white,electric,Selangor
2024-03-10,motorcar,Nissan,X-Trail,grey,petrol,W.P. Kuala Lumpur
2024-12-15,motorcar,Honda,Civic,grey,diesel,Negeri Sembilan
2024-06-21,motorcar,Proton,X50,black,petrol,Selangor
2024-05-06,motorcar,Nissan,X-Trail,black,petrol,Kelantan
2024-10-15,motorcar,Perodua,Axia,grey,petrol,Negeri Sembilan
2024-09-03,motorcar,Toyota,Yaris,grey,petrol,Selangor
2024-08-06,motorcar,Perodua,Bezza,silver,petrol,Pulau Pinang
2024-02-12,motorcar,Mazda,Mazda 3,red,petrol,Selangor
2024-10-07,motorcar,Nissan,Almera,silver,petrol,Selangor
2024-04-04,motorcar,Toyota,Yaris,red,hybrid_petrol,Perak
2024-07-25,motorcar,Perodua,Bezza,red,petrol,Johor
2024-02-26,motorcar,Toyota,Vios,red,petrol,Sarawak
2024-04-08,motorcar,Perodua,Axia,black,petrol,Pahang
2024-11-11,motorcar,Proton,X50,black,petrol,Sarawak
2024-08-14,motorcar,Toyota,Yaris,white,petrol,Perak
2024-07-02,motorcar,Perodua,Axia,red,petrol,Johor
2024-03-25,motorcar,Proton,X50,red,petrol,Sabah
2024-12-09,motorcar,Perodua,Myvi,silver,petrol,Kedah
2024-10-09,motorcar,BMW,i4,black,electric,Pulau Pinang
2024-04-15,motorcar,Proton,X70,red,hybrid_petrol,Kelantan
2024-06-13,motorcar,Perodua,Axia,silver,petrol,Pahang
2024-07-24,motorcar,Toyota,Vios,black,petrol,Pahang
2024-07-15,motorcar,Toyota,Vios,silver,hybrid_petrol,Selangor
2024-07-24,motorcar,Mazda,CX-5,grey,petrol,Kedah
2024-09-12,motorcar,BYD,Atto 3,silver,electric,Selangor
2024-07-22,motorcar,Perodua,Myvi,white,petrol,Sarawak
2024-06-04,motorcar,Proton,Saga,red,petrol,Negeri Sembilan
2024-05-07,motorcar,Perodua,Axia,white,hybrid_petrol,Sabah
2024-04-07,motorcar,Toyota,Hilux,grey,petrol,Johor
2024-01-01,motorcar,Proton,X70,white,petrol,Selangor
2024-03-10,motorcar,Proton,Saga,white,petrol,W.P. Kuala Lumpur
2024-09-04,motorcar,Proton,Saga,red,petrol,Perak
2024-12-26,motorcar,Proton,X50,red,petrol,Kedah
2024-01-23,motorcar,Perodua,Axia,white,petrol,Johor
2024-08-07,motorcar,Toyota,Vios,red,petrol,Sabah
2024-06-03,motorcar,Proton,X50,silver,petrol,Pulau Pinang
2024-08-05,motorcar,Proton,Saga,red,petrol,Negeri Sembilan
2024-06-24,motorcar,Nissan,X-Trail,grey,hybrid_petrol,Johor
2024-03-15,motorcar,Tesla,Model 3,grey,electric,Selangor
2024-05-04,motorcar,Perodua,Axia,white,petrol,Negeri Sembilan
2024-03-27,motorcar,Perodua,Myvi,grey,petrol,Perak
2024-01-01,motorcar,Toyota,Vios,red,petrol,Sarawak
2024-12-01,motorcar,Nissan,Almera,white,petrol,Selangor
2024-05-06,motorcar,Proton,X70,white,petrol,Selangor
2024-10-13,motorcar,Perodua,Myvi,black,petrol,Terengganu
2024-01-19,motorcar,Perodua,Axia,white,petrol,Negeri Sembilan
2024-02-05,motorcar,Proton,X50,grey,petrol,Pahang
2024-05-09,motorcar,Proton,X50,silver,petrol,Selangor
2024-07-11,motorcar,Proton,X50,grey,petrol,Pulau Pinang
2024-07-07,motorcar,Honda,City,grey,petrol,Pulau Pinang
2024-01-04,motorcar,Proton,X70,black,petrol,Selangor
2024-05-17,motorcar,Proton,X70,black,hybrid_petrol,Pulau Pinang
2024-01-09,motorcar,BMW,iX,grey,electric,Kedah
2024-01-16,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-12-08,motorcar,Perodua,Bezza,grey,diesel,Johor
2024-12-13,motorcar,Proton,X50,grey,petrol,Terengganu
2024-06-10,motorcar,Toyota,Yaris,silver,petrol,Selangor
2024-08-18,motorcar,Proton,Saga,black,petrol,Sabah
2024-06-17,motorcar,Toyota,Vios,grey,petrol,Sabah
2024-01-08,motorcar,Perodua,Axia,silver,diesel,Kelantan
2024-01-23,motorcar,Toyota,Yaris,black,petrol,Kedah
2024-04-18,motorcar,Toyota,Hilux,red,petrol,Sarawak
2024-06-25,motorcar,Proton,Saga,white,diesel,Selangor
2024-07-05,motorcar,Perodua,Axia,white,hybrid_petrol,Selangor
2024-07-13,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-12-04,motorcar,Toyota,Hilux,red,petrol,Johor
2024-10-12,motorcar,Perodua,Myvi,grey,petrol,Pulau Pinang
2024-08-04,motorcar,Mazda,Mazda 3,red,petrol,Selangor
2024-09-24,motorcar,Perodua,Axia,black,petrol,Sabah
2024-06-21,motorcar,Proton,X70,grey,petrol,Selangor
2024-02-14,motorcar,Mazda,Mazda 3,black,petrol,Perlis
2024-12-02,motorcar,Proton,Saga,silver,petrol,Kedah
2024-06-23,motorcar,Proton,X50,grey,petrol,Sabah
2024-04-08,motorcar,Proton,Saga,silver,petrol,Johor
2024-08-01,motorcar,Toyota,Yaris,black,diesel,Kedah
2024-07-25,motorcar,Proton,Saga,black,petrol,Sabah
2024-02-15,motorcar,Honda,City,red,petrol,Kedah
2024-11-20,motorcar,Toyota,Yaris,silver,petrol,Sarawak
2024-05-24,motorcar,Perodua,Axia,grey,petrol,W.P. Kuala Lumpur
2024-10-01,motorcar,Honda,Civic,grey,petrol,Sabah
2024-07-10,motorcar,Toyota,Yaris,silver,petrol,Perak
2024-05-02,motorcar,Honda,City,white,petrol,Sabah
2024-06-14,motorcar,Toyota,Yaris,red,petrol,Pahang
2024-05-19,motorcar,Mazda,CX-5,black,petrol,Sarawak
2024-08-13,motorcar,Perodua,Axia,grey,petrol,Kedah
2024-02-01,motorcar,Nissan,Almera,grey,diesel,Sabah
2024-07-26,motorcar,Honda,HR-V,grey,petrol,Negeri Sembilan
2024-05-08,motorcar,Perodua,Bezza,black,petrol,W.P. Kuala Lumpur
2024-03-02,motorcar,Toyota,Yaris,red,petrol,Pahang
2024-03-13,motorcar,Toyota,Yaris,grey,petrol,Johor
2024-10-16,motorcar,Proton,X70,white,petrol,Selangor
2024-05-26,motorcar,Perodua,Bezza,black,petrol,Perak
2024-11-05,motorcar,Proton,Saga,silver,petrol,Kedah
2024-01-08,motorcar,Perodua,Myvi,grey,petrol,Kedah
2024-05-21,motorcar,Toyota,Hilux,silver,petrol,Sabah
2024-12-11,motorcar,Honda,HR-V,grey,petrol,Perak
2024-03-06,motorcar,Perodua,Myvi,white,petrol,Perak
2024-05-08,motorcar,Perodua,Bezza,black,hybrid_petrol,Perlis
2024-06-20,motorcar,Toyota,Hilux,grey,petrol,Pulau Pinang
2024-03-05,motorcar,Perodua,Axia,white,petrol,Negeri Sembilan
2024-05-08,motorcar,Perodua,Myvi,red,petrol,Pahang
2024-02-08,motorcar,Proton,X70,black,petrol,Kedah
2024-12-16,motorcar,Perodua,Axia,silver,petrol,Negeri Sembilan
2024-08-03,motorcar,Honda,HR-V,black,petrol,Sarawak
2024-11-18,motorcar,Toyota,Yaris,black,petrol,Terengganu
2024-03-04,motorcar,Toyota,Vios,white,diesel,Terengganu
2024-03-16,motorcar,Toyota,Vios,grey,petrol,Selangor
2024-05-24,motorcar,Perodua,Bezza,red,petrol,Sarawak
2024-05-23,motorcar,Proton,Saga,black,petrol,Selangor
2024-07-24,motorcar,Perodua,Axia,black,petrol,Sabah
2024-07-18,motorcar,Toyota,Hilux,red,petrol,Sarawak
2024-10-01,motorcar,Nissan,Almera,silver,petrol,Johor
2024-05-05,motorcar,Proton,X70,white,petrol,Selangor
2024-12-05,motorcar,Honda,City,red,petrol,Selangor
2024-11-08,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-04-21,motorcar,Toyota,Vios,grey,petrol,Johor
2024-10-15,motorcar,Nissan,Almera,silver,petrol,Johor
2024-04-18,motorcar,Perodua,Bezza,white,petrol,Selangor
2024-06-11,motorcar,Proton,X70,white,petrol,Terengganu
2024-07-01,motorcar,Honda,City,red,petrol,Sabah
2024-11-19,motorcar,Proton,X70,red,petrol,Selangor
2024-06-17,motorcar,Mazda,Mazda 3,white,petrol,Selangor
2024-07-26,motorcar,Nissan,Leaf,black,electric,Perak
2024-08-05,motorcar,Perodua,Bezza,black,petrol,W.P. Kuala Lumpur
2024-11-19,motorcar,Honda,City,black,petrol,Kelantan
2024-09-07,motorcar,Proton,X50,grey,petrol,Selangor
2024-09-23,motorcar,Honda,HR-V,black,hybrid_petrol,Selangor
2024-12-01,motorcar,Honda,HR-V,black,petrol,Johor
2024-04-16,motorcar,Perodua,Myvi,silver,hybrid_petrol,Selangor
2024-05-08,motorcar,Perodua,Bezza,silver,diesel,Melaka
2024-10-25,motorcar,Perodua,Axia,red,hybrid_petrol,Selangor
2024-04-17,motorcar,Perodua,Myvi,grey,diesel,Sarawak
2024-11-10,motorcar,Perodua,Bezza,silver,petrol,Johor
2024-03-18,motorcar,Toyota,Vios,red,petrol,Johor
2024-07-27,motorcar,Perodua,Axia,grey,petrol,Melaka
2024-05-24,motorcar,Proton,Saga,black,petrol,Perak
2024-06-12,motorcar,Proton,Saga,white,petrol,Sabah
2024-08-14,motorcar,Proton,Saga,white,petrol,Sabah
2024-09-12,motorcar,Proton,X70,grey,petrol,Perak
2024-10-17,motorcar,Perodua,Axia,white,petrol,Pulau Pinang
2024-12-06,motorcar,Perodua,Myvi,black,petrol,Johor
2024-03-16,motorcar,Honda,City,black,petrol,Perak
2024-05-12,motorcar,Honda,Civic,silver,petrol,Sabah
2024-12-27,motorcar,Mazda,CX-5,white,petrol,Sabah
2024-08-02,motorcar,Perodua,Myvi,grey,petrol,Melaka
2024-01-15,motorcar,Mazda,Mazda 3,red,petrol,Johor
2024-05-22,motorcar,Perodua,Axia,white,hybrid_petrol,Selangor
2024-02-10,motorcar,Honda,Civic,white,petrol,Melaka
2024-08-07,motorcar,Nissan,Almera,red,petrol,Perak
2024-09-05,motorcar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
2024-03-03,motorcar,Perodua,Bezza,red,petrol,Selangor
2024-03-03,motorcar,Perodua,Bezza,silver,petrol,Perak
2024-11-12,motorcar,Volvo,EX30,grey,electric,Sarawak
2024-10-10,motorcar,Perodua,Axia,silver,petrol,W.P. Kuala Lumpur
2024-02-05,motorcar,Perodua,Axia,red,petrol,Selangor
2024-10-11,motorcar,Proton,X70,red,hybrid_petrol,Johor
2024-09-20,motorcar,Honda,Civic,red,petrol,Johor
2024-10-19,motorcar,Perodua,Bezza,black,petrol,Sarawak
2024-12-05,motorcar,Proton,X70,silver,petrol,Johor
2024-07-24,motorcar,Proton,Saga,white,petrol,Sabah
2024-01-02,motorcar,Proton,Saga,black,diesel,Sabah
2024-12-21,motorcar,Perodua,Bezza,black,petrol,Sabah
2024-03-08,motorcar,Perodua,Myvi,grey,petrol,Kedah
2024-05-16,motorcar,Mazda,Mazda 3,white,petrol,Sarawak
2024-06-27,motorcar,Proton,X50,white,hybrid_petrol,W.P. Kuala Lumpur
2024-04-05,motorcar,Perodua,Myvi,red,petrol,Pahang
2024-11-20,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-12-11,motorcar,Honda,HR-V,red,petrol,Melaka
2024-06-16,motorcar,Mazda,CX-5,white,petrol,Johor
2024-02-12,motorcar,Proton,X70,white,petrol,Selangor
2024-02-27,motorcar,Nissan,X-Trail,grey,petrol,Johor
2024-10-11,motorcar,Toyota,Hilux,black,petrol,Melaka
2024-06-22,motorcar,Proton,Saga,white,petrol,Sarawak
2024-05-13,motorcar,Toyota,Hilux,grey,hybrid_petrol,Sabah
2024-06-18,motorcar,Perodua,Myvi,white,diesel,Perlis
2024-09-26,motorcar,Perodua,Myvi,red,petrol,Johor
2024-07-14,motorcar,Proton,Saga,white,hybrid_petrol,Sabah
2024-12-20,motorcar,Perodua,Myvi,silver,hybrid_petrol,Negeri Sembilan
2024-08-20,motorcar,Hyundai,Ioniq 5,silver,electric,W.P. Kuala Lumpur
2024-12-12,motorcar,Perodua,Myvi,black,petrol,Sabah
2024-06-12,motorcar,Proton,X70,grey,hybrid_petrol,Pulau Pinang
2024-01-13,motorcar,Toyota,Vios,black,petrol,W.P. Kuala Lumpur
2024-01-07,motorcar,Proton,X70,grey,petrol,Sarawak
2024-06-24,motorcar,Perodua,Myvi,black,petrol,Perak
2024-11-12,motorcar,Toyota,Yaris,red,petrol,Johor
2024-06-12,motorcar,Proton,Saga,black,petrol,Kelantan
2024-05-03,motorcar,Toyota,Hilux,silver,petrol,Johor
2024-10-17,motorcar,Perodua,Bezza,grey,petrol,Pulau Pinang
2024-11-06,motorcar,Honda,Civic,grey,petrol,W.P. Kuala Lumpur
2024-11-21,motorcar,Perodua,Axia,grey,petrol,Kelantan
2024-04-22,motorcar,Perodua,Bezza,white,petrol,Pulau Pinang
2024-10-05,motorcar,Proton,X70,grey,petrol,W.P. Putrajaya
2024-09-09,motorcar,Toyota,Vios,grey,diesel,Perak
2024-08-22,motorcar,Toyota,Vios,grey,diesel,Sabah
2024-08-04,motorcar,Perodua,Bezza,black,petrol,Negeri Sembilan
2024-08-14,motorcar,Mazda,CX-5,black,petrol,Sarawak
2024-03-23,motorcar,Perodua,Axia,black,petrol,Terengganu
2024-11-14,motorcar,Tesla,Model 3,white,electric,Perak
2024-06-13,motorcar,Perodua,Myvi,silver,petrol,Pulau Pinang
2024-03-23,motorcar,Honda,City,grey,petrol,Perak
2024-07-25,motorcar,Toyota,Vios,black,petrol,Terengganu
2024-08-09,motorcar,Honda,Civic,grey,petrol,Pulau Pinang
2024-11-21,motorcar,Proton,Saga,silver,diesel,Selangor
2024-04-18,motorcar,Perodua,Axia,white,diesel,Selangor
2024-06-23,motorcar,Toyota,Vios,white,petrol,Selangor
2024-06-06,motorcar,Perodua,Myvi,white,petrol,Sabah
2024-05-06,motorcar,Proton,X70,red,petrol,Selangor
2024-02-23,motorcar,Smart,#1,white,electric,Kelantan
2024-01-16,motorcar,Proton,X70,red,petrol,Terengganu
2024-06-21,motorcar,Perodua,Myvi,white,petrol,W.P. Kuala Lumpur
2024-06-07,motorcar,Proton,Saga,white,diesel,Sabah
2024-05-20,motorcar,Honda,City,grey,petrol,Pulau Pinang
2024-03-24,motorcar,Proton,X70,silver,petrol,Sarawak
2024-08-27,motorcar,Honda,HR-V,white,petrol,Selangor
2024-03-13,motorcar,Perodua,Axia,grey,petrol,W.P. Kuala Lumpur
2024-01-02,motorcar,Mazda,CX-5,silver,petrol,Selangor
2024-11-27,motorcar,Proton,X50,white,petrol,Selangor
2024-03-08,motorcar,Honda,Civic,red,hybrid_petrol,Negeri Sembilan
2024-04-11,motorcar,Proton,Saga,black,hybrid_petrol,Selangor
2024-04-19,motorcar,Perodua,Myvi,grey,petrol,Kedah
2024-11-25,motorcar,Nissan,X-Trail,grey,petrol,Pulau Pinang
2024-08-14,motorcar,Proton,Saga,silver,diesel,Selangor
2024-08-26,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-03-11,motorcar,Proton,X50,grey,diesel,Selangor
2024-02-13,motorcar,Proton,X50,white,diesel,Sabah
2024-09-13,motorcar,Proton,X50,black,petrol,Kedah
2024-10-22,motorcar,Proton,X70,silver,petrol,Perak
2024-01-25,motorcar,Proton,Saga,red,petrol,Selangor
2024-05-03,motorcar,Proton,X70,grey,petrol,W.P. Kuala Lumpur
2024-03-06,motorcar,Perodua,Myvi,grey,petrol,Johor
2024-06-10,motorcar,Proton,X50,grey,petrol,Kedah
2024-10-03,motorcar,BYD,Dolphin,white,electric,Pulau Pinang
2024-08-16,motorcar,Proton,X50,white,petrol,Sarawak
2024-12-17,motorcar,Honda,City,red,petrol,Sarawak
2024-12-06,motorcar,Tesla,Model Y,grey,electric,Selangor
2024-09-04,motorcar,Honda,City,black,petrol,Sarawak
2024-12-22,motorcar,Perodua,Axia,black,petrol,Kedah
2024-04-23,motorcar,Toyota,Hilux,silver,petrol,Pulau Pinang
2024-07-20,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-10-16,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-01-17,motorcar,Proton,X50,white,petrol,Selangor
2024-01-14,motorcar,Toyota,Yaris,red,petrol,Johor
2024-10-13,motorcar,Proton,X70,grey,petrol,Selangor
2024-01-22,motorcar,Nissan,Almera,black,petrol,Selangor
2024-08-09,motorcar,Toyota,Vios,silver,hybrid_petrol,Negeri Sembilan
2024-12-24,motorcar,Perodua,Myvi,silver,diesel,Selangor
2024-08-06,motorcar,Perodua,Myvi,grey,diesel,W.P. Kuala Lumpur
2024-05-14,motorcar,Nissan,X-Trail,black,petrol,Sabah
2024-01-04,motorcar,Perodua,Bezza,white,petrol,Selangor
2024-09-15,motorcar,Perodua,Axia,white,diesel,Selangor
2024-08-27,motorcar,Honda,Civic,silver,hybrid_petrol,Selangor
2024-07-03,motorcar,Proton,X70,black,petrol,Kelantan
2024-05-08,motorcar,Nissan,X-Trail,grey,petrol,Selangor
2024-10-09,motorcar,Toyota,Hilux,silver,petrol,Selangor
2024-05-06,motorcar,Perodua,Myvi,grey,petrol,Pahang
2024-02-16,motorcar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
2024-11-17,motorcar,Honda,Civic,black,petrol,Kedah
2024-04-24,motorcar,Nissan,X-Trail,white,petrol,Johor
2024-01-15,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-07-09,motorcar,Honda,HR-V,grey,petrol,Perak
2024-05-26,motorcar,Mazda,Mazda 3,white,diesel,Negeri Sembilan
2024-08-20,motorcar,Proton,X50,silver,petrol,Selangor
2024-12-24,motorcar,Mazda,Mazda 3,white,petrol,Johor
2024-10-13,motorcar,Perodua,Bezza,white,hybrid_petrol,Melaka
2024-08-21,motorcar,Nissan,X-Trail,white,petrol,Kelantan
2024-11-21,motorcar,Perodua,Axia,black,petrol,Pulau Pinang
2024-06-21,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-11-11,motorcar,Perodua,Myvi,red,petrol,Kelantan
2024-12-13,motorcar,Nissan,X-Trail,silver,hybrid_petrol,Kelantan
2024-06-02,motorcar,Perodua,Myvi,silver,petrol,Perak
2024-06-23,motorcar,Toyota,Hilux,white,petrol,Johor
2024-04-25,motorcar,Toyota,Yaris,red,hybrid_petrol,Johor
2024-08-23,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-06-14,motorcar,Perodua,Axia,red,petrol,Johor
2024-06-18,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-09-20,motorcar,Proton,X50,white,petrol,Selangor
2024-02-07,motorcar,Toyota,Vios,grey,petrol,Selangor
2024-03-21,motorcar,Nissan,X-Trail,black,diesel,Johor
2024-04-10,motorcar,Perodua,Axia,grey,petrol,Sarawak
2024-02-08,motorcar,Mercedes-Benz,EQA,white,electric,Selangor
2024-03-07,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-11-24,motorcar,Perodua,Axia,grey,petrol,W.P. Kuala Lumpur
2024-07-27,motorcar,Proton,X50,grey,petrol,Selangor
2024-09-13,motorcar,Perodua,Axia,red,petrol,Kedah
2024-08-13,motorcar,Mazda,CX-5,red,petrol,Selangor
2024-03-01,motorcar,Proton,X50,red,petrol,Selangor
2024-06-18,motorcar,Perodua,Myvi,grey,petrol,Perak
2024-11-16,motorcar,Proton,X70,white,petrol,Sabah
2024-01-03,motorcar,Mazda,Mazda 3,grey,diesel,Melaka
2024-06-08,motorcar,Perodua,Bezza,silver,petrol,Kelantan
2024-08-14,motorcar,Toyota,Yaris,silver,petrol,Terengganu
2024-09-12,motorcar,Toyota,Vios,silver,petrol,Johor
2024-06-17,motorcar,Proton,X70,grey,petrol,Sarawak
2024-11-22,motorcar,Proton,Saga,silver,petrol,Selangor
2024-08-13,motorcar,Toyota,Vios,silver,hybrid_petrol,Selangor
2024-05-14,motorcar,Toyota,Vios,red,hybrid_petrol,W.P. Kuala Lumpur
2024-08-01,motorcar,Perodua,Axia,black,petrol,Pulau Pinang
2024-06-01,motorcar,Honda,City,red,petrol,Sabah
2024-08-03,motorcar,Perodua,Bezza,black,diesel,Negeri Sembilan
2024-11-23,motorcar,Proton,Saga,black,petrol,Kedah
2024-07-01,motorcar,Perodua,Axia,grey,petrol,Sabah
2024-08-14,motorcar,Perodua,Myvi,black,petrol,Melaka
2024-01-01,motorcar,Proton,Saga,white,petrol,W.P. Kuala Lumpur
2024-04-08,motorcar,Perodua,Myvi,grey,petrol,W.P. Kuala Lumpur
2024-11-09,motorcar,Perodua,Axia,black,petrol,Sabah
2024-06-03,motorcar,Honda,HR-V,silver,petrol,Pahang
2024-10-10,motorcar,Proton,Saga,silver,petrol,Perak
2024-11-24,motorcar,Honda,City,silver,petrol,Johor
2024-07-13,motorcar,Proton,Saga,red,petrol,Selangor
2024-02-14,motorcar,Proton,X50,silver,petrol,Sarawak
2024-04-15,motorcar,Perodua,Bezza,white,petrol,Selangor
2024-03-21,motorcar,Perodua,Bezza,white,petrol,Sabah
2024-04-16,motorcar,Proton,Saga,grey,petrol,Selangor
2024-06-04,motorcar,Honda,City,red,petrol,Kelantan
2024-12-04,motorcar,Nissan,X-Trail,black,petrol,W.P. Labuan
2024-04-17,motorcar,Honda,Civic,white,petrol,Selangor
2024-07-23,motorcar,Toyota,Vios,black,petrol,Kedah
2024-06-11,motorcar,Honda,HR-V,silver,petrol,Terengganu
2024-03-22,motorcar,Proton,X50,black,petrol,Johor
2024-12-03,motorcar,Proton,X70,silver,petrol,W.P. Kuala Lumpur
2024-09-02,motorcar,Perodua,Myvi,silver,hybrid_petrol,Johor
2024-10-24,motorcar,Perodua,Bezza,red,petrol,Johor
2024-08-16,motorcar,Proton,X50,silver,hybrid_petrol,Sabah
2024-09-04,motorcar,Mazda,CX-5,red,petrol,Terengganu
2024-04-14,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-02-18,motorcar,Perodua,Myvi,red,petrol,Perak
2024-07-21,motorcar,Toyota,Hilux,grey,petrol,Pahang
2024-04-21,motorcar,Perodua,Axia,black,petrol,W.P. Kuala Lumpur
2024-01-23,motorcar,Honda,Civic,white,diesel,Kedah
2024-02-22,motorcar,Perodua,Bezza,grey,hybrid_petrol,Johor
2024-08-16,motorcar,Perodua,Axia,black,hybrid_petrol,Sabah
2024-11-01,motorcar,Honda,Civic,silver,petrol,Kedah
2024-06-04,motorcar,Proton,X50,white,petrol,Sabah
2024-12-16,motorcar,Nissan,X-Trail,grey,petrol,Selangor
2024-10-14,motorcar,Perodua,Myvi,white,hybrid_petrol,Perak
2024-04-11,motorcar,Perodua,Axia,white,petrol,Sabah
2024-10-19,motorcar,Proton,X70,red,petrol,Kedah
2024-03-01,motorcar,Proton,X50,white,petrol,Johor
2024-11-01,motorcar,Nissan,X-Trail,red,petrol,Pahang
2024-01-17,motorcar,Honda,HR-V,white,petrol,Kelantan
2024-11-07,motorcar,Nissan,X-Trail,white,diesel,Selangor
2024-07-01,motorcar,Proton,Saga,white,petrol,Kedah
2024-02-24,motorcar,Proton,Saga,black,petrol,Selangor
2024-11-08,motorcar,Honda,City,black,diesel,Kedah
2024-05-26,motorcar,Perodua,Myvi,black,petrol,Johor
2024-05-12,motorcar,Perodua,Myvi,red,petrol,Pulau Pinang
2024-08-24,motorcar,Nissan,X-Trail,white,petrol,Sabah
2024-02-08,motorcar,Proton,Saga,silver,petrol,W.P. Putrajaya
2024-11-21,motorcar,Proton,X50,red,petrol,Kelantan
2024-11-27,motorcar,Toyota,Yaris,red,petrol,Pulau Pinang
2024-08-03,motorcar,Honda,HR-V,white,petrol,Pulau Pinang
2024-11-01,motorcar,Proton,X50,white,petrol,Kelantan
2024-07-01,motorcar,Honda,HR-V,red,petrol,Sabah
2024-08-10,motorcar,Perodua,Axia,black,petrol,Johor
2024-08-11,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-11-23,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-06-03,motorcar,BMW,iX3,black,electric,Selangor
2024-07-13,motorcar,Nissan,Almera,grey,petrol,W.P. Kuala Lumpur
2024-02-14,motorcar,Perodua,Myvi,grey,petrol,Johor
2024-04-05,motorcar,Proton,X70,white,petrol,Pulau Pinang
2024-10-24,motorcar,Toyota,Vios,red,petrol,Pulau Pinang
2024-04-17,motorcar,Toyota,Vios,black,petrol,Kedah
2024-10-08,motorcar,Perodua,Myvi,white,petrol,Sarawak
2024-02-15,motorcar,Perodua,Bezza,red,diesel,W.P. Kuala Lumpur
2024-01-09,motorcar,Honda,HR-V,black,petrol,Selangor
2024-07-24,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-08-09,motorcar,Perodua,Axia,white,petrol,Pulau Pinang
2024-05-15,motorcar,Perodua,Axia,white,petrol,Sarawak
2024-10-25,motorcar,Proton,X50,white,petrol,Perak
2024-01-25,motorcar,Proton,X70,black,petrol,Selangor
2024-07-02,motorcar,Perodua,Bezza,grey,petrol,Pulau Pinang
2024-07-13,motorcar,Honda,City,black,diesel,Selangor
2024-10-27,motorcar,Proton,X50,red,petrol,Johor
2024-09-20,motorcar,Proton,Saga,silver,petrol,Sabah
2024-10-11,motorcar,Proton,Saga,silver,petrol,Sarawak
